,Suburb_id,Suburb,Postcode,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
1542,1542,Montrose,7010.0,Massage Studio,Australian Restaurant,,,,,,,,
1543,1543,Moodlu,4510.0,,,,,,,,,,
1544,1544,Moonah,7009.0,Bakery,Paper / Office Supplies Store,Flea Market,Grocery Store,,,,,,
1545,1545,Moonee Ponds,3039.0,Café,Supermarket,Department Store,Gym,Performing Arts Venue,Coffee Shop,Malay Restaurant,Sandwich Place,Train Station,Seafood Restaurant
1546,1546,Moorabbin,3189.0,Bus Stop,Gym,,,,,,,,
1547,1547,Moore Park,2021.0,Park,Movie Theater,Event Space,Italian Restaurant,Comedy Club,German Restaurant,Bus Stop,Food Truck,Golf Course,Tennis Court
1548,1548,Moorebank,2170.0,Auto Garage,Park,Bakery,,,,,,,
1549,1549,Moores Pocket,4305.0,,,,,,,,,,
1550,1550,Moorina,4506.0,,,,,,,,,,
1551,1551,Moorooduc,3933.0,,,,,,,,,,
1552,1552,Moorooka,4105.0,Chinese Restaurant,Bar,Shopping Mall,Sandwich Place,Burger Joint,Portuguese Restaurant,,,,
1553,1553,Mooroolbark,3138.0,,,,,,,,,,
1554,1554,Morayfield,4506.0,Fast Food Restaurant,Café,Multiplex,Liquor Store,Steakhouse,Coffee Shop,Sandwich Place,Electronics Store,Big Box Store,Department Store
1555,1555,Mordialloc,3195.0,Restaurant,Sports Club,Golf Course,Café,,,,,,
1556,1556,Morley,6062.0,Pharmacy,,,,,,,,,
1557,1557,Morning Bay,2105.0,Hostel,,,,,,,,,
1558,1558,Morningside,4170.0,Gift Shop,Tennis Court,Electronics Store,,,,,,,
1559,1559,Mornington,7018.0,Department Store,Pet Store,Sporting Goods Shop,,,,,,,
1560,1560,Morphett Vale,5162.0,Business Service,Gift Shop,,,,,,,,
1561,1561,Morphettville,5043.0,Grocery Store,Pub,Food,Liquor Store,,,,,,
1562,1562,Mortdale,2223.0,Supermarket,,,,,,,,,
1563,1563,Mortlake,2137.0,Café,Spa,Park,Pub,Boat or Ferry,Pizza Place,Grocery Store,,,
1564,1564,Mosman,2088.0,Café,Bakery,Pub,Asian Restaurant,Creperie,Grocery Store,Fried Chicken Joint,Pizza Place,Burger Joint,Park
1565,1565,Mosman Park,6012.0,Theater,Park,Indie Movie Theater,Soccer Field,Café,,,,,
1566,1566,Moulden,830.0,Deli / Bodega,Restaurant,Café,,,,,,,
1567,1567,Mount Annan,2567.0,Park,Food,,,,,,,,
1568,1568,Mount Burnett,3781.0,,,,,,,,,,
1569,1569,Mount Claremont,6010.0,,,,,,,,,,
1570,1570,Mount Colah,2079.0,,,,,,,,,,
1571,1571,Mount Cotton,4165.0,,,,,,,,,,
1572,1572,Mount Cottrell,3024.0,,,,,,,,,,
1573,1573,Mount Crosby,4306.0,,,,,,,,,,
1574,1574,Mount Dandenong,3767.0,,,,,,,,,,
1575,1575,Mount Druitt,2770.0,Platform,Arts & Crafts Store,Big Box Store,Train Station,Market,Electronics Store,Fast Food Restaurant,,,
1576,1576,Mount Eliza,3930.0,Art Gallery,Steakhouse,,,,,,,,
1577,1577,Mount Evelyn,3796.0,Steakhouse,Construction & Landscaping,,,,,,,,
1578,1578,Mount Forbes,4340.0,,,,,,,,,,
1579,1579,Mount Gravatt,4122.0,Shopping Mall,Flower Shop,Bus Station,,,,,,,
1580,1580,Mount Gravatt East,4122.0,Bus Station,Health & Beauty Service,Park,,,,,,,
1581,1581,Mount Hawthorn,6016.0,Coffee Shop,Café,Jazz Club,Ice Cream Shop,Supermarket,Grocery Store,Shopping Mall,Park,Pizza Place,Restaurant
1582,1582,Mount Helena,6082.0,Grocery Store,Home Service,Pub,,,,,,,
1583,1583,Mount Lawley,6050.0,Coffee Shop,Sushi Restaurant,Ice Cream Shop,Sandwich Place,Café,Japanese Restaurant,Grocery Store,Theater,Eastern European Restaurant,Bakery
1584,1584,Mount Lewis,2190.0,Dessert Shop,Pastry Shop,Auto Workshop,Lebanese Restaurant,Field,,,,,
1585,1585,Mount Marrow,4306.0,,,,,,,,,,
1586,1586,Mount Martha,3934.0,Flower Shop,Playground,,,,,,,,
1587,1587,Mount Mee,4521.0,,,,,,,,,,
1588,1588,Mount Nasura,6112.0,Australian Restaurant,,,,,,,,,
1589,1589,Mount Nelson,7007.0,Pub,,,,,,,,,
1590,1590,Mount Ommaney,4074.0,Home Service,,,,,,,,,
1591,1591,Mount Osmond,5064.0,Golf Course,Scenic Lookout,,,,,,,,
1592,1592,Mount Pleasant,6153.0,Park,Campground,Beach,,,,,,,
1593,1593,Mount Pritchard,2170.0,Deli / Bodega,Restaurant,Gym / Fitness Center,Thrift / Vintage Store,,,,,,
1594,1594,Mount Richon,6112.0,,,,,,,,,,
1595,1595,Mount Rumney,7170.0,,,,,,,,,,
1596,1596,Mount Samson,4520.0,,,,,,,,,,
1597,1597,Mount Stuart,7000.0,Scenic Lookout,,,,,,,,,
1598,1598,Mount Toolebewong,3777.0,,,,,,,,,,
1599,1599,Mount Vernon,2178.0,,,,,,,,,,
1600,1600,Mount Warren Park,4207.0,Thai Restaurant,Grocery Store,Medical Supply Store,Construction & Landscaping,,,,,,
1601,1601,Mount Waverley,3149.0,Bakery,Pizza Place,Fried Chicken Joint,Café,Grocery Store,Thai Restaurant,Shopping Mall,Falafel Restaurant,Train Station,Sandwich Place
1602,1602,Muirhead,810.0,,,,,,,,,,
1603,1603,Muirlea,4306.0,,,,,,,,,,
1604,1604,Mulgoa,2745.0,Home Service,Restaurant,Café,,,,,,,
1605,1605,Mulgrave,2756.0,,,,,,,,,,
1606,1606,Mulgrave,3170.0,Home Service,Health & Beauty Service,,,,,,,,
1607,1607,Mullaloo,6027.0,Grocery Store,Seafood Restaurant,Sports Club,,,,,,,
1608,1608,Mundaring,6073.0,,,,,,,,,,
1609,1609,Mundijong,6123.0,Park,Australian Restaurant,Grocery Store,,,,,,,
1610,1610,Mundoolun,4285.0,,,,,,,,,,
1611,1611,Munno Para,5115.0,Outdoors & Recreation,Train Station,Electronics Store,,,,,,,
1612,1612,Munno Para Downs,5115.0,,,,,,,,,,
1613,1613,Munno Para West,5115.0,Gift Shop,Advertising Agency,Gym,,,,,,,
1614,1614,Munruben,4125.0,,,,,,,,,,
1615,1615,Munster,6166.0,Park,,,,,,,,,
1616,1616,Murarrie,4172.0,Harbor / Marina,Burger Joint,,,,,,,,
1617,1617,Murdoch,6150.0,Café,Sandwich Place,,,,,,,,
1618,1618,Murrumba Downs,4503.0,Grocery Store,Fish & Chips Shop,Pub,,,,,,,
1619,1619,Murrumbeena,3163.0,Warehouse Store,Park,Video Store,Business Service,,,,,,
1620,1620,Murrumujuk,822.0,Beach,,,,,,,,,
1621,1621,Mutdapilly,4307.0,,,,,,,,,,
1622,1622,Myaree,6154.0,Shopping Mall,German Restaurant,Electronics Store,Flower Shop,Gourmet Shop,Gym / Fitness Center,Music Store,Gift Shop,Pharmacy,Grocery Store
1623,1623,Myrtle Bank,5064.0,Café,Park,Bookstore,Coffee Shop,Asian Restaurant,,,,,
1624,1624,Nailsworth,5083.0,Field,Garden,Park,Paper / Office Supplies Store,Electronics Store,,,,,
1625,1625,Nakara,810.0,Music Venue,Gift Shop,Shopping Mall,Salon / Barbershop,,,,,,
1626,1626,Nangana,3781.0,,,,,,,,,,
1627,1627,Nar Nar Goon,3812.0,Train Station,Pub,Bus Station,,,,,,,
1628,1628,Nar Nar Goon North,3812.0,,,,,,,,,,
1629,1629,Narangba,4504.0,Liquor Store,,,,,,,,,
1630,1630,Narellan Vale,2567.0,,,,,,,,,,
1631,1631,Naremburn,2065.0,Café,Cupcake Shop,Beer Bar,Liquor Store,Electronics Store,Pizza Place,Coffee Shop,Seafood Restaurant,Thai Restaurant,Japanese Restaurant
1632,1632,Narrabeen,2101.0,Italian Restaurant,Beach,Australian Restaurant,Convenience Store,,,,,,
1633,1633,Narrabundah,2604.0,Mediterranean Restaurant,Italian Restaurant,Shopping Plaza,Asian Restaurant,,,,,,
1634,1634,Narraweena,2099.0,Playground,,,,,,,,,
1635,1635,Narre Warren,3805.0,Chinese Restaurant,Grocery Store,Mexican Restaurant,Martial Arts Dojo,Clothing Store,Pizza Place,Train Station,,,
1636,1636,Narre Warren East,3804.0,Coffee Shop,,,,,,,,,
1637,1637,Narre Warren North,3804.0,Grocery Store,Antique Shop,Bus Station,,,,,,,
1638,1638,Narre Warren South,3805.0,Pet Store,,,,,,,,,
1639,1639,Narwee,2209.0,Train Station,Pub,Pizza Place,Convenience Store,Café,Bakery,,,,
1640,1640,Nathan,4111.0,Bar,Wine Bar,Café,Gym,,,,,,
1641,1641,Nedlands,6009.0,Indian Restaurant,Grocery Store,Spa,Pharmacy,Hobby Shop,Park,Indie Movie Theater,Electronics Store,Pub,Fish & Chips Shop
1642,1642,Neerabup,6031.0,,,,,,,,,,
1643,1643,Nelson,2765.0,,,,,,,,,,
1644,1644,Netherby,5062.0,Soccer Field,,,,,,,,,
1645,1645,Netley,5037.0,Opera House,Bath House,Pizza Place,Food & Drink Shop,,,,,,
1646,1646,Neurum,4514.0,Home Service,Music Venue,,,,,,,,
1647,1647,Neutral Bay,2089.0,Japanese Restaurant,Café,Thai Restaurant,Bakery,Supermarket,Coffee Shop,Park,BBQ Joint,Pet Store,Seafood Restaurant
1648,1648,New Beith,4124.0,Construction & Landscaping,,,,,,,,,
1649,1649,New Chum,4303.0,,,,,,,,,,
1650,1650,New Farm,4005.0,Café,Italian Restaurant,Sushi Restaurant,Seafood Restaurant,Theater,Park,Shopping Mall,Bakery,Coffee Shop,BBQ Joint
1651,1651,New Town,7008.0,Bakery,Supermarket,Pizza Place,Non-Profit,Gastropub,Gourmet Shop,Shopping Mall,Pharmacy,Coffee Shop,Liquor Store
1652,1652,Newington,2127.0,Buffet,Flower Shop,Movie Theater,Arcade,Lounge,,,,,
1653,1653,Newmarket,4051.0,Supermarket,Bus Stop,Baseball Field,Mexican Restaurant,Shopping Mall,Sandwich Place,Café,Park,Organic Grocery,Convenience Store
1654,1654,Newport,2106.0,Harbor / Marina,German Restaurant,French Restaurant,Café,,,,,,
1655,1655,Newport,3015.0,Café,Pizza Place,Thai Restaurant,Beer Garden,Park,Grocery Store,Convenience Store,Ice Cream Shop,Thrift / Vintage Store,
1656,1656,Newport,4020.0,Harbor / Marina,Boat or Ferry,,,,,,,,
1657,1657,Newstead,4006.0,Café,Brewery,Restaurant,Supermarket,American Restaurant,Fish & Chips Shop,Shopping Mall,Market,Monument / Landmark,Bistro
1658,1658,Newton,5074.0,Bakery,Supermarket,Sporting Goods Shop,,,,,,,
1659,1659,Newtown,2042.0,Café,Bar,Bakery,Ice Cream Shop,Thai Restaurant,Cocktail Bar,Vietnamese Restaurant,Australian Restaurant,Turkish Restaurant,Coffee Shop
1660,1660,Ngunnawal,2913.0,Fast Food Restaurant,Bus Station,Grocery Store,Bakery,,,,,,
1661,1661,Nicholls,2913.0,Italian Restaurant,Golf Course,Resort,Restaurant,Playground,Gym Pool,,,,
1662,1662,Niddrie,3042.0,Café,Automotive Shop,Thai Restaurant,,,,,,,
1663,1663,Nightcliff,810.0,Indian Restaurant,Asian Restaurant,Grocery Store,Café,,,,,,
1664,1664,Ningi,4511.0,Health & Beauty Service,,,,,,,,,
1665,1665,Noarlunga Centre,5168.0,Fast Food Restaurant,Department Store,Music Store,Liquor Store,Café,Sandwich Place,Arts & Crafts Store,Movie Theater,Coffee Shop,Gym
1666,1666,Noarlunga Downs,5168.0,,,,,,,,,,
1667,1667,Noble Park,3174.0,Supermarket,Convenience Store,Smoke Shop,Thai Restaurant,Middle Eastern Restaurant,Bakery,Sandwich Place,Australian Restaurant,Vietnamese Restaurant,Train Station
1668,1668,Noble Park North,3174.0,Pharmacy,,,,,,,,,
1669,1669,Nollamara,6061.0,Playground,,,,,,,,,
1670,1670,Noonamah,837.0,Pub,,,,,,,,,
1671,1671,Noranda,6062.0,Supermarket,Café,Fast Food Restaurant,Bakery,Video Store,Gas Station,Shopping Mall,Sandwich Place,Liquor Store,Stationery Store
1672,1672,Norman Park,4170.0,Breakfast Spot,Dog Run,Park,Café,Bike Trail,Train Station,,,,
1673,1673,Normanhurst,2076.0,Train Station,Asian Restaurant,Café,Platform,,,,,,
1674,1674,North Adelaide,5006.0,Pub,Burger Joint,Italian Restaurant,Asian Restaurant,Bar,Thai Restaurant,Café,Restaurant,Gym,Bakery
1675,1675,North Balgowlah,2093.0,Café,Convenience Store,Playground,,,,,,,
1676,1676,North Beach,6020.0,Shopping Mall,Seafood Restaurant,Liquor Store,Grocery Store,,,,,,
1677,1677,North Bondi,2026.0,Café,Australian Restaurant,Beach,Bar,Golf Course,Seafood Restaurant,Pizza Place,Liquor Store,Lounge,Neighborhood
1678,1678,North Booval,4304.0,Business Service,,,,,,,,,
1679,1679,North Brighton,5048.0,Supermarket,Financial or Legal Service,Convenience Store,Flea Market,,,,,,
1680,1680,North Curl Curl,2099.0,Surf Spot,Park,Coffee Shop,Beach,Liquor Store,,,,,
1681,1681,North Epping,2121.0,Pharmacy,Fried Chicken Joint,Park,,,,,,,
1682,1682,North Fremantle,6159.0,Burger Joint,Café,Gastropub,Pub,Wine Shop,Wine Bar,Rock Club,Beach,Restaurant,
1683,1683,North Haven,5018.0,Italian Restaurant,Fish & Chips Shop,Seafood Restaurant,Harbor / Marina,,,,,,
1684,1684,North Hobart,7000.0,Café,Pub,Dessert Shop,Indian Restaurant,Italian Restaurant,Australian Restaurant,Pharmacy,Coffee Shop,Sandwich Place,Burger Joint
1685,1685,North Ipswich,4305.0,,,,,,,,,,
1686,1686,North Kellyville,2155.0,Garden Center,Shopping Plaza,Bakery,Supermarket,,,,,,
1687,1687,North Lake,6163.0,Lake,Park,,,,,,,,
1688,1688,North Lakes,4509.0,Brewery,Skate Park,Gym,Café,,,,,,
1689,1689,North Maclean,4280.0,,,,,,,,,,
1690,1690,North Manly,2100.0,Athletics & Sports,Park,Golf Course,Sporting Goods Shop,,,,,,
1691,1691,North Melbourne,3051.0,Supermarket,Dog Run,Gym,Café,Grocery Store,Football Stadium,Pool,Bakery,Gaming Cafe,Garden
1692,1692,North Narrabeen,2101.0,Lake,Construction & Landscaping,Bus Station,Sports Bar,Playground,,,,,
1693,1693,North Parramatta,2151.0,Pet Store,Pool,Thai Restaurant,,,,,,,
1694,1694,North Perth,6006.0,Bar,Indian Restaurant,Café,Gas Station,Portuguese Restaurant,Fast Food Restaurant,Nightclub,Bakery,Asian Restaurant,Spa
1695,1695,North Plympton,5037.0,Korean Restaurant,Electronics Store,Bakery,,,,,,,
1696,1696,North Richmond,2754.0,Bakery,Café,Grocery Store,,,,,,,
1697,1697,North Rocks,2151.0,,,,,,,,,,
1698,1698,North Ryde,2113.0,Café,Deli / Bodega,Pizza Place,Video Store,Grocery Store,Liquor Store,Pharmacy,Thrift / Vintage Store,Gym,Fish & Chips Shop
1699,1699,North St Marys,2760.0,Sports Club,Football Stadium,Fast Food Restaurant,Indoor Play Area,Buffet,Convenience Store,,,,
1700,1700,North Strathfield,2137.0,Café,Pizza Place,Gym,Indian Restaurant,Bowling Alley,Shopping Mall,Thai Restaurant,Bar,Sandwich Place,Grocery Store
1701,1701,North Sydney,2060.0,Café,Gym,Juice Bar,Coffee Shop,Bar,Japanese Restaurant,Bakery,Sandwich Place,Plaza,Seafood Restaurant
1702,1702,North Tivoli,4305.0,Baseball Field,,,,,,,,,
1703,1703,North Turramurra,2074.0,Golf Course,Auto Workshop,,,,,,,,
1704,1704,North Wahroonga,2076.0,,,,,,,,,,
1705,1705,North Warrandyte,3113.0,Kids Store,Furniture / Home Store,Fish & Chips Shop,Men's Store,,,,,,
1706,1706,North Willoughby,2068.0,Bakery,Italian Restaurant,Café,Wine Shop,Park,Bus Station,Organic Grocery,Fast Food Restaurant,Fruit & Vegetable Store,Japanese Restaurant
1707,1707,Northbridge,2063.0,Park,Wine Shop,Golf Course,Café,,,,,,
1708,1708,Northbridge,6003.0,Korean Restaurant,Café,Bus Station,Movie Theater,Beer Garden,Cocktail Bar,Hostel,Bakery,Vegetarian / Vegan Restaurant,Hotel
1709,1709,Northcote,3070.0,Café,Bar,Pizza Place,Vietnamese Restaurant,Mediterranean Restaurant,Climbing Gym,Scenic Lookout,Falafel Restaurant,Grocery Store,Dumpling Restaurant
1710,1710,Northfield,5085.0,Park,Pharmacy,Furniture / Home Store,,,,,,,
1711,1711,Northgate,4013.0,Hotel,,,,,,,,,
1712,1712,Northgate,5085.0,Athletics & Sports,,,,,,,,,
1713,1713,Northmead,2152.0,Bakery,Grocery Store,Convenience Store,Chinese Restaurant,Seafood Restaurant,Coffee Shop,Pizza Place,Shopping Mall,Farmers Market,
1714,1714,Northwood,2066.0,Park,Pier,Golf Course,Tennis Court,,,,,,
1715,1715,Norwest,2153.0,Hotel,Coffee Shop,Middle Eastern Restaurant,Sandwich Place,Restaurant,Train Station,Café,Shopping Mall,Fried Chicken Joint,Salad Place
1716,1716,Norwood,5067.0,Café,Liquor Store,Italian Restaurant,Indian Restaurant,Sushi Restaurant,Asian Restaurant,Shopping Mall,Supermarket,Burger Joint,Noodle House
1717,1717,Notting Hill,3168.0,Chinese Restaurant,Malay Restaurant,Pizza Place,Café,,,,,,
1718,1718,Novar Gardens,5040.0,Golf Course,Bus Station,Café,,,,,,,
1719,1719,Nowergup,6032.0,,,,,,,,,,
1720,1720,Nudgee,4014.0,,,,,,,,,,
1721,1721,Nudgee Beach,4014.0,,,,,,,,,,
1722,1722,Nundah,4012.0,Café,Coffee Shop,Supermarket,Train Station,Pizza Place,Thai Restaurant,Platform,Sandwich Place,Ice Cream Shop,Shopping Mall
1723,1723,Nutfield,3099.0,,,,,,,,,,
1724,1724,Nyora,3987.0,Gym / Fitness Center,,,,,,,,,
1725,1725,O'Connor,2602.0,Bus Stop,,,,,,,,,
1726,1726,O'Connor,6163.0,Furniture / Home Store,Pet Store,Paper / Office Supplies Store,Electronics Store,Gym,Shopping Mall,,,,
1727,1727,O'Halloran Hill,5158.0,Fast Food Restaurant,Pet Store,Pharmacy,Sandwich Place,Café,,,,,
1728,1728,O'Malley,2606.0,,,,,,,,,,
1729,1729,O'Sullivan Beach,5166.0,Deli / Bodega,Restaurant,Sports Club,Liquor Store,,,,,,
1730,1730,Oak Park,3046.0,Supermarket,Café,Fast Food Restaurant,,,,,,,
1731,1731,Oakden,5086.0,Scenic Lookout,Café,Playground,,,,,,,
1732,1732,Oakdowns,7019.0,Watch Shop,Business Service,,,,,,,,
1733,1733,Oakford,6121.0,Liquor Store,,,,,,,,,
1734,1734,Oakhurst,2761.0,Park,Snack Place,Soccer Field,Convenience Store,Pizza Place,,,,,
1735,1735,Oaklands Junction,3063.0,Farm,,,,,,,,,
1736,1736,Oaklands Park,5046.0,Department Store,Café,Fast Food Restaurant,Supermarket,Food Court,Electronics Store,Coffee Shop,Sandwich Place,Pool,Shopping Mall
1737,1737,Oakleigh,3166.0,Greek Restaurant,Café,Supermarket,Asian Restaurant,Seafood Restaurant,Eastern European Restaurant,Shopping Mall,Bakery,Market,Sandwich Place
1738,1738,Oakleigh East,3166.0,Italian Restaurant,,,,,,,,,
1739,1739,Oakleigh South,3167.0,Brewery,Golf Course,Gym,,,,,,,
1740,1740,Oaks Estate,2620.0,Train Station,Garden,,,,,,,,
1741,1741,Oakville,2765.0,,,,,,,,,,
1742,1742,Oatlands,2117.0,Shopping Mall,Burger Joint,Park,Golf Course,Grocery Store,,,,,
1743,1743,Oatley,2223.0,Chinese Restaurant,Supermarket,French Restaurant,Café,,,,,,
1744,1744,Ocean Reef,6027.0,Music Venue,Restaurant,Harbor / Marina,Park,,,,,,
1745,1745,Ocean View,4521.0,,,,,,,,,,
1746,1746,Officer,3809.0,Medical Supply Store,Coffee Shop,Convenience Store,Café,,,,,,
1747,1747,Old Beach,7017.0,Bakery,,,,,,,,,
1748,1748,Old Guildford,2161.0,Soccer Field,Paper / Office Supplies Store,Electronics Store,Fast Food Restaurant,,,,,,
1749,1749,Old Noarlunga,5168.0,Park,Bar,Bookstore,,,,,,,
1750,1750,Old Reynella,5161.0,Shopping Mall,Gas Station,Fried Chicken Joint,Bus Station,Chinese Restaurant,Supermarket,,,,
1751,1751,Old Toongabbie,2146.0,Grocery Store,Fish Market,Park,Tennis Court,Gym,,,,,
1752,1752,Oldbury,6121.0,,,,,,,,,,
1753,1753,Olinda,3788.0,Golf Course,Sports Club,,,,,,,,
1754,1754,One Mile,4305.0,,,,,,,,,,
1755,1755,One Tree Hill,5114.0,Grocery Store,Park,Pub,,,,,,,
1756,1756,Onkaparinga Hills,5163.0,,,,,,,,,,
1757,1757,Oran Park,2570.0,Business Service,Shopping Mall,Donut Shop,Discount Store,Construction & Landscaping,,,,,
1758,1758,Orange Grove,6109.0,,,,,,,,,,
1759,1759,Orchard Hills,2748.0,,,,,,,,,,
1760,1760,Orelia,6167.0,,,,,,,,,,
1761,1761,Ormiston,4160.0,Thai Restaurant,Italian Restaurant,Bakery,Train Station,,,,,,
1762,1762,Osborne,5017.0,Beach,Café,Playground,,,,,,,
1763,1763,Osborne Park,6017.0,Hobby Shop,Pizza Place,Park,,,,,,,
1764,1764,Otago,7017.0,Home Service,Gift Shop,,,,,,,,
1765,1765,Ottoway,5013.0,,,,,,,,,,
1766,1766,Outer Harbor,5018.0,Playground,Harbor / Marina,,,,,,,,
1767,1767,Ovingham,5082.0,Playground,Indian Restaurant,Pool,Train Station,,,,,,
1768,1768,Oxford Falls,2100.0,Park,Scenic Lookout,Pizza Place,Café,,,,,,
1769,1769,Oxley,2903.0,Locksmith,,,,,,,,,
1770,1770,Oxley,4075.0,Supermarket,Bus Station,Coffee Shop,Café,Train Station,,,,,
1771,1771,Oxley Park,2760.0,Convenience Store,,,,,,,,,
1772,1772,Oyster Bay,2225.0,,,,,,,,,,
1773,1773,Padbury,6025.0,,,,,,,,,,
1774,1774,Paddington,2021.0,Café,Bar,Italian Restaurant,Pub,Pizza Place,Restaurant,Burger Joint,Health & Beauty Service,Thai Restaurant,Grocery Store
1775,1775,Paddington,4064.0,Café,Coffee Shop,Italian Restaurant,Indian Restaurant,Toy / Game Store,Himalayan Restaurant,Park,Boutique,Pizza Place,Sandwich Place
1776,1776,Padstow,2211.0,Café,Supermarket,Indonesian Restaurant,Thai Restaurant,,,,,,
1777,1777,Padstow Heights,2211.0,Medical Supply Store,,,,,,,,,
1778,1778,Page,2614.0,Shopping Plaza,Park,Bus Station,Liquor Store,Vietnamese Restaurant,,,,,
1779,1779,Pagewood,2035.0,Fish Market,Office,Park,Café,,,,,,
1780,1780,Pakenham,3810.0,Café,Supermarket,Department Store,Park,,,,,,
1781,1781,Pallara,4110.0,,,,,,,,,,
1782,1782,Palm Beach,2108.0,Café,Park,Surf Spot,Breakfast Spot,Pub,Wine Shop,Australian Restaurant,Beach,Coffee Shop,
1783,1783,Palmerston,2913.0,Bus Station,Grocery Store,,,,,,,,
1784,1784,Palmerston City,830.0,Fast Food Restaurant,Shopping Mall,Pub,Bus Station,Grocery Store,Steakhouse,,,,
1785,1785,Palmyra,6157.0,Park,Café,Farmers Market,Japanese Restaurant,Bus Station,,,,,
1786,1786,Panania,2213.0,Pizza Place,Grocery Store,Fried Chicken Joint,Fast Food Restaurant,Business Service,Coffee Shop,Asian Restaurant,Seafood Restaurant,,
1787,1787,Panorama,5041.0,Warehouse Store,Home Service,Flower Shop,Pool,Hotel,Café,,,,
1788,1788,Panton Hill,3759.0,Pub,Convenience Store,Playground,,,,,,,
1789,1789,Para Hills,5096.0,Grocery Store,Home Service,,,,,,,,
1790,1790,Para Hills West,5096.0,Gas Station,Electronics Store,Liquor Store,,,,,,,
1791,1791,Para Vista,5093.0,Pizza Place,Bus Station,Asian Restaurant,,,,,,,
1792,1792,Paradise,5075.0,Airport Lounge,Pub,Pizza Place,Gourmet Shop,,,,,,
1793,1793,Parafield,5106.0,Airport,Airport Terminal,,,,,,,,
1794,1794,Parafield Gardens,5107.0,Grocery Store,Asian Restaurant,Shopping Mall,Health & Beauty Service,Liquor Store,Supermarket,,,,
1795,1795,Paralowie,5108.0,,,,,,,,,,
1796,1796,Parap,820.0,Hotel,Farmers Market,Café,Gourmet Shop,Coffee Shop,Indian Restaurant,Liquor Store,Steakhouse,,
1797,1797,Park Holme,5043.0,Bakery,Supermarket,Asian Restaurant,Sushi Restaurant,Burger Joint,Shopping Mall,Salon / Barbershop,Pharmacy,Liquor Store,Video Store
1798,1798,Park Orchards,3114.0,Burger Joint,Tour Provider,Athletics & Sports,Business Service,,,,,,
1799,1799,Park Ridge,4125.0,,,,,,,,,,
1800,1800,Park Ridge South,4125.0,Construction & Landscaping,,,,,,,,,
1801,1801,Parkdale,3195.0,Café,Pizza Place,Thai Restaurant,Bakery,Gift Shop,Train Station,Mexican Restaurant,Indian Restaurant,Fast Food Restaurant,Diner
1802,1802,Parkerville,6081.0,Pub,,,,,,,,,
1803,1803,Parkes,2600.0,Café,Sculpture Garden,Art Gallery,Bookstore,Historic Site,History Museum,Science Museum,Australian Restaurant,Campaign Office,Plaza
1804,1804,Parkinson,4115.0,Bus Station,Construction & Landscaping,,,,,,,,
1805,1805,Parklea,2768.0,Playground,BBQ Joint,Park,Bus Station,Fast Food Restaurant,,,,,
1806,1806,Parkside,5063.0,Pub,Fast Food Restaurant,Bus Station,Fish Market,Electronics Store,Indian Restaurant,,,,
1807,1807,Parkville,3052.0,Zoo Exhibit,BBQ Joint,Hockey Arena,Sculpture Garden,Basketball Court,Zoo,,,,
1808,1808,Parkwood,6147.0,Japanese Restaurant,Park,Locksmith,,,,,,,
1809,1809,Parmelia,6167.0,Deli / Bodega,Indian Restaurant,,,,,,,,
1810,1810,Parramatta,2150.0,Thai Restaurant,Café,Burger Joint,Chinese Restaurant,Mexican Restaurant,Dessert Shop,Coffee Shop,Department Store,Fast Food Restaurant,Sushi Restaurant
1811,1811,Parwan,3340.0,,,,,,,,,,
1812,1812,Pasadena,5042.0,Bakery,Gift Shop,Supermarket,Shopping Mall,Fish & Chips Shop,Clothing Store,Liquor Store,Pizza Place,Café,Chinese Restaurant
1813,1813,Pascoe Vale,3044.0,Park,Coffee Shop,Athletics & Sports,Café,,,,,,
